"SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/"
"(Number of jobs)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018"
"24000","Maryland","1701","        Performing arts, spectator sports, and related industries",48927
"24000","Maryland","1702","        Museums, historical sites, and similar institutions",2027
"24000","Maryland","1703","        Amusement, gambling, and recreation industries",44907
"24000","Maryland","1800","      Accommodation and food services",257449
"24000","Maryland","1801","        Accommodation",32569
"24000","Maryland","1802","        Food services and drinking places",224880
"24000","Maryland","1900","      Other services (except government and government enterprises)",216720
"24000","Maryland","1901","        Repair and maintenance",40036
"24000","Maryland","1902","        Personal and laundry services",83027
"24000","Maryland","1903","        Religious, grantmaking, civic, professional, and similar organizations",67279
"24000","Maryland","1904","        Private households",26378
"24000","Maryland","2000","    Government and government enterprises",570851
"24000","Maryland","2001","      Federal civilian",174053
"24000","Maryland","2002","      Military",49936
"24000","Maryland","2010","      State and local",346862
"24000","Maryland","2011","        State government",100470
"24000","Maryland","2012","        Local government",246392
"25000","Massachusetts","","Employment by place of work",""
"25000","Massachusetts","10","Total employment (number of jobs)",4872851
"25000","Massachusetts","","By type",""
"25000","Massachusetts","20","  Wage and salary employment",3769709
"25000","Massachusetts","40","  Proprietors employment",1103142
"25000","Massachusetts","50","    Farm proprietors employment",6158
"25000","Massachusetts","60","    Nonfarm proprietors employment 2/",1096984
"25000","Massachusetts","","By industry",""
"25000","Massachusetts","70","  Farm employment",10368
"25000","Massachusetts","80","  Nonfarm employment",4862483
"25000","Massachusetts","90","    Private nonfarm employment",4397975
"25000","Massachusetts","100","      Forestry, fishing, and related activities",10231
"25000","Massachusetts","101","        Forestry and logging",809
"25000","Massachusetts","102","        Fishing, hunting and trapping",5842
"25000","Massachusetts","103","        Support activities for agriculture and forestry",3580
"25000","Massachusetts","200","      Mining, quarrying, and oil and gas extraction",3219
"25000","Massachusetts","201","        Oil and gas extraction","(D)"
"25000","Massachusetts","202","        Mining (except oil and gas)",1656
"25000","Massachusetts","203","        Support activities for mining","(D)"
"25000","Massachusetts","300","      Utilities",12363
"25000","Massachusetts","400","      Construction",259699
"25000","Massachusetts","401","        Construction of buildings",51447
"25000","Massachusetts","402","        Heavy and civil engineering construction",17502
"25000","Massachusetts","403","        Specialty trade contractors",190750
"25000","Massachusetts","500","      Manufacturing",260513
"25000","Massachusetts","510","        Durable goods manufacturing",167387
"25000","Massachusetts","511","          Wood product manufacturing",3409
"25000","Massachusetts","512","          Nonmetallic mineral product manufacturing",6738
"25000","Massachusetts","513","          Primary metal manufacturing",2758
"25000","Massachusetts","514","          Fabricated metal product manufacturing",32848
"25000","Massachusetts","515","          Machinery manufacturing",18180
"25000","Massachusetts","516","          Computer and electronic product manufacturing",54560
"25000","Massachusetts","517","          Electrical equipment, appliance, and component manufacturing",8852
"25000","Massachusetts","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"25000","Massachusetts","519","          Other transportation equipment manufacturing","(D)"
"25000","Massachusetts","521","          Furniture and related product manufacturing",4589
"25000","Massachusetts","522","          Miscellaneous manufacturing",23069
"25000","Massachusetts","530","        Nondurable goods manufacturing",93126
"25000","Massachusetts","531","          Food manufacturing",27311
"25000","Massachusetts","532","          Beverage and tobacco product manufacturing",5354
"25000","Massachusetts","533","          Textile mills",2562
"25000","Massachusetts","534","          Textile product mills",1786
"25000","Massachusetts","535","          Apparel manufacturing",3431
"25000","Massachusetts","536","          Leather and allied product manufacturing",1999
"25000","Massachusetts","537","          Paper manufacturing",7769
"25000","Massachusetts","538","          Printing and related support activities",11060
"25000","Massachusetts","539","          Petroleum and coal products manufacturing",1079
"25000","Massachusetts","541","          Chemical manufacturing",17558
"25000","Massachusetts","542","          Plastics and rubber products manufacturing",13217
"25000","Massachusetts","600","      Wholesale trade",137829
"25000","Massachusetts","700","      Retail trade",428369
"25000","Massachusetts","701","        Motor vehicle and parts dealers",43009
"25000","Massachusetts","702","        Furniture and home furnishings stores",11478
"25000","Massachusetts","703","        Electronics and appliance stores",8135
"25000","Massachusetts","704","        Building material and garden equipment and supplies dealers",26879
"25000","Massachusetts","705","        Food and beverage stores",104671
"25000","Massachusetts","706","        Health and personal care stores",29653
"25000","Massachusetts","707","        Gasoline stations",13185
"25000","Massachusetts","708","        Clothing and clothing accessories stores",38120
"25000","Massachusetts","709","        Sporting goods, hobby, musical instrument, and book stores",17598
"25000","Massachusetts","711","        General merchandise stores",51103
"25000","Massachusetts","712","        Miscellaneous store retailers",36782
"25000","Massachusetts","713","        Nonstore retailers",47756
"25000","Massachusetts","800","      Transportation and warehousing",199875
"25000","Massachusetts","801","        Air transportation",9827
"25000","Massachusetts","802","        Rail transportation",3436
"25000","Massachusetts","803","        Water transportation",989
"25000","Massachusetts","804","        Truck transportation",22448
"25000","Massachusetts","805","        Transit and ground passenger transportation",101956
"25000","Massachusetts","806","        Pipeline transportation",235
"25000","Massachusetts","807","        Scenic and sightseeing transportation",2131
"25000","Massachusetts","808","        Support activities for transportation",10526
"25000","Massachusetts","809","        Couriers and messengers",27311
"25000","Massachusetts","811","        Warehousing and storage",21016
"25000","Massachusetts","900","      Information",107889
"25000","Massachusetts","901","        Publishing industries (except Internet)",49485
"25000","Massachusetts","902","        Motion picture and sound recording industries",8458
