"NTD ID","Agency Name","Time Period","num_trips","passenger_miles"
"40260","Town of Lauderdale-By-The-Sea","Annual Total",37222,0
"40261","City of Dania Beach","Annual Total",39371,0
"40262","Town of Davie","Annual Total",186659,0
"40263","City of West Park","Annual Total",6987,0
"40264","Georgia State Road and Tollway Authority","Annual Total",1687030,45122110
"40264","Georgia State Road and Tollway Authority","Average Weekday",6802,181944
"40265","North Central Alabama Regional Council of Governments","Annual Total",157767,814078
"40265","North Central Alabama Regional Council of Governments","Average Weekday",647,3336
"407","Muckleshoot Indian Tribe","Annual Total",33036,0
"40928","Baldwin County Commission","Annual Total",318721,3272549
"40928","Baldwin County Commission","Average Weekday",696,12079
"40928","Baldwin County Commission","Weekend",1167,7982
"40950","First Tennessee Human Resource Agency","Annual Total",173314,3294787
"40950","First Tennessee Human Resource Agency","Average Weekday",659,10462
"40950","First Tennessee Human Resource Agency","Weekend",57,632
"41","Alaska Railroad Corporation","Annual Total",199666,24178130
"41","Alaska Railroad Corporation","Average Weekday",1115,130215
"41","Alaska Railroad Corporation","Weekend",1238,161541
"41068","Flagler County Public Transportation","Annual Total",109590,1346810
"41068","Flagler County Public Transportation","Average Weekday",524,5084
"41068","Flagler County Public Transportation","Weekend",104,808
"41105","Audubon Area Community Services, Inc.","Annual Total",190731,1926638
"41105","Audubon Area Community Services, Inc.","Average Weekday",721,7222
"41105","Audubon Area Community Services, Inc.","Weekend",176,1075
"41157","County of Citrus","Annual Total",70075,0
"414","Ninilchik Village","Annual Total",400,0
"415","Ada County Highway District","Annual Total",170512,11513845
"415","Ada County Highway District","Average Weekday",757,51172
"416","Boise State University","Annual Total",217853,0
"417","Quileute Tribe Community Shuttle","Annual Total",2420,0
"419","Kenaitze Indian Tribe","Annual Total",4671,0
"42","Targhee Regional Public Transit Authority","Annual Total",80900,0
"420","Native Village of Unalakleet","Annual Total",241,0
"43","Link Transit","Annual Total",1001983,10911266
"43","Link Transit","Average Weekday",3657,39556
"43","Link Transit","Weekend",1516,17992
"44","Skagit Transit","Annual Total",907487,11397214
"44","Skagit Transit","Average Weekday",3117,41509
"44","Skagit Transit","Weekend",2166,15621
"44907","Catawba Indian Nation","Annual Total",14963,0
"44913","Eastern Band of Cherokee Indians","Annual Total",83443,0
"44919","Poarch Band of Creek Indians","Annual Total",995,0
"44925","Mississippi Band of Choctaw Indians","Annual Total",74281,0
"44929","City of Fort Lauderdale","Annual Total",348243,1174242
"44929","City of Fort Lauderdale","Average Weekday",1005,3639
"44929","City of Fort Lauderdale","Weekend",1720,4571
"44932","City of Tamarac","Annual Total",52386,0
"45","Fairbanks North Star Borough","Annual Total",478140,0
"455","Samish Indian Nation","Annual Total",27,0
"46","City of Wilsonville","Annual Total",290910,2148758
"46","City of Wilsonville","Average Weekday",1115,8350
"46","City of Wilsonville","Weekend",150,1107
"47","City of Corvallis","Annual Total",1120526,3638715
"47","City of Corvallis","Average Weekday",3975,13038
"47","City of Corvallis","Weekend",2092,6171
"48","City of Lewiston","Annual Total",60986,0
"4R01-40907","Blount County Commission","Annual Total",30297,0
"4R01-40911","Macon-Russell Community Action Agency","Annual Total",4377,0
"4R01-40926","Escambia County Commission","Annual Total",27893,0
"4R01-40960","Etowah County Commission","Annual Total",9879,0
"4R01-40963","Madison County Commission","Annual Total",18068,0
"4R01-40965","Cullman County Commission","Annual Total",74604,0
"4R01-40973","West Alabama Public Transportation","Annual Total",2201,0
"4R01-40982","H.EL.P., Inc.","Annual Total",10058,0
"4R01-40986","Dekalb County Commission","Annual Total",22154,0
"4R01-41000","Educational Center for Independence","Annual Total",11992,0
"4R01-41009","City of Guntersville","Annual Total",16750,0
"4R01-41076","St. Clair County Commission","Annual Total",40893,0
"4R01-41084","Alabama Tombigbee Regional Planning Commission","Annual Total",71128,0
"4R01-41089","City of Eufaula","Annual Total",6141,0
"4R01-41107","Chilton County Commission","Annual Total",17142,0
"4R01-41118","Birmingham Regional Paratransit Consortium","Annual Total",5923,0
"4R01-41125","Covington Area Transit System","Annual Total",11363,0
"4R01-41129","Pike Area Transit System","Annual Total",25606,0
"4R01-41173","Walker County Commission","Annual Total",3855,0
"4R01-41180","Jackson County Council on Aging","Annual Total",27553,0
"4R01-41188","Area Referral & Informtn Services for the Elderly","Annual Total",12128,0
"4R01-44926","West Alabama Rural Public Transportation","Annual Total",569681,0
"4R01-60208","Greyhound Lines, Inc.","Annual Total",14669,0
"4R02-40207","Good Wheels, Inc.","Annual Total",235862,0
"4R02-40920","Ride Solution","Annual Total",120865,0
"4R02-40923","Liberty County Board of County Commissioners","Annual Total",28524,0
"4R02-40937","RideSolution","Annual Total",133615,0
"4R02-40968","Gulf County ARC","Annual Total",24729,0
"4R02-40999","Sumter County Board of County Commissioners","Annual Total",69424,0
"4R02-41037","Suwannee River Economic Council, Inc.","Annual Total",47602,0
"4R02-41050","Suwannee Valley Transit Authority","Annual Total",59539,0
"4R02-41060","City of Key West Department of Transportation","Annual Total",619261,0
"4R02-41080","Marion County Senior Services","Annual Total",106024,0
"4R02-41091","Calhoun County Senior Citizens Association, Inc.","Annual Total",11657,0
"4R02-41095","VPSI","Annual Total",60313,0
"4R02-41114","Nassau Council on Aging","Annual Total",55510,0
"4R02-41148","Wakulla County Transportation","Annual Total",12941,0
"4R02-41153","Big Bend Transit","Annual Total",188647,0
"4R02-41170","Baker Council on Aging","Annual Total",20610,0
"4R02-41184","Levy County Board of County Commissioners","Annual Total",30232,0
"4R02-41186","Tri-County Community Council, Inc","Annual Total",119306,0
"4R02-41194","DeSoto County Board of County Commissioners","Annual Total",18623,0
"4R02-41198","Jackson County Transportation, Inc.","Annual Total",44073,0
"4R02-44938","Central Florida Regional Planning Council","Annual Total",58932,0
"4R02-60208","Greyhound Lines, Inc.","Annual Total",136845,0
"4R03-40903","Macon County Transit","Annual Total",6302,0
"4R03-40904","Rabun County","Annual Total",8056,0
"4R03-40905","Three Rivers Regional Commission","Annual Total",83096,0
"4R03-40906","Ware County","Annual Total",8563,0
"4R03-40908","Heard County Transit","Annual Total",3153,0
"4R03-40910","Peach County Transit","Annual Total",8030,0
"4R03-40912","Crisp County Transit","Annual Total",20363,0
"4R03-40924","Warren County Commission Transit","Annual Total",6091,0
"4R03-40925","Pulaski County Transit","Annual Total",4466,0
"4R03-40931","Baldwin County Transit","Annual Total",8317,0
"4R03-40936","Wilkinson County Commission Transit","Annual Total",6977,0
"4R03-40940","Tift Transit System","Annual Total",15100,0
"4R03-40945","Putnam County CommissionTransit","Annual Total",14090,0
"4R03-40946","Jones County Transit","Annual Total",4913,0
"4R03-40951","Burke County Transit","Annual Total",18115,0
"4R03-40956","Dodge County Transit","Annual Total",8491,0
"4R03-40961","Lincoln County Transit","Annual Total",11373,0
"4R03-40964","Cook County Transit","Annual Total",23927,0
"4R03-40967","Lowndes County","Annual Total",32644,0
"4R03-40977","Jefferson County Transit","Annual Total",27265,0
"4R03-40985","Banks County Transit","Annual Total",4126,0
"4R03-40994","Habersham County Transit","Annual Total",8462,0
"4R03-41001","Southeastern Stages, Inc.","Annual Total",34708,0
"4R03-41007","Dade County Transit","Annual Total",19317,0
"4R03-41008","Jenkins County Transit","Annual Total",2699,0
"4R03-41012","Chattooga County Transit","Annual Total",11972,0
"4R03-41016","Brooks County Transit","Annual Total",13359,0
"4R03-41017","Dooly County Transit","Annual Total",19695,0
"4R03-41018","Gilmer County Transit System","Annual Total",13340,0
"4R03-41019","Troup County Transit","Annual Total",27737,0
"4R03-41021","Elbert County","Annual Total",10360,0
"4R03-41026","Fannin County","Annual Total",14854,0
"4R03-41027","Bartow Transit","Annual Total",36758,0
"4R03-41033","Towns County","Annual Total",3596,0
"4R03-41035","City of Cedartown","Annual Total",5954,0
"4R03-41036","Turner County","Annual Total",10566,0
"4R03-41040","Murray County Transportation System","Annual Total",22958,0
"4R03-41041","Greene County Commission Transit","Annual Total",20967,0
"4R03-41046","Taliaferro County Board of Commissioners","Annual Total",4351,0
"4R03-41055","McDuffie County Commission Transit","Annual Total",29756,0
"4R03-41057","Dawson County Transit","Annual Total",11559,0
"4R03-41062","Hancock County Transit","Annual Total",14282,0
"4R03-41065","Twiggs County Transit","Annual Total",7734,0
"4R03-41074","Glascock County Transit","Annual Total",5859,0
"4R03-41077","Taylor County Transit","Annual Total",8482,0
"4R03-41078","Morgan County Transit","Annual Total",23243,0
"4R03-41085","Haralson County Transit","Annual Total",6147,0
"4R03-41086","Catoosa County","Annual Total",18829,0
"4R03-41088","Forsyth County Public Transportation","Annual Total",17915,0
"4R03-41099","Telfair County Transit","Annual Total",10695,0
"4R03-41103","Wheeler County Transit","Annual Total",3533,0
"4R03-41104","Talbot County Transit","Annual Total",13775,0
"4R03-41108","Lower Chattahoochee Regional Transit Authority","Annual Total",31861,0
"4R03-41110","Pickens County","Annual Total",18922,0
"4R03-41112","Coastal Regional Commission","Annual Total",116288,0
"4R03-41126","Pierce County Transit","Annual Total",9033,0
"4R03-41128","Berrien County","Annual Total",7193,0
"4R03-41133","Coweta County","Annual Total",34114,0
"4R03-41138","Whitfield County W.T.S.","Annual Total",33536,0
"4R03-41139","Columbia County CommissionTransit","Annual Total",46966,0
"4R03-41140","Clay County","Annual Total",10975,0
"4R03-41142","Wayne County Transit","Annual Total",45655,0
"4R03-41144","Hart County Public Transit","Annual Total",9705,0
"4R03-41145","Union County Transit","Annual Total",5798,0
"4R03-41147","Bacon County","Annual Total",4255,0
"4R03-41149","City of Americus","Annual Total",12669,0
"4R03-41154","Jackson County","Annual Total",12323,0
"4R03-41155","Social Circle Area Transit","Annual Total",7320,0
"4R03-41156","Wilcox County Transit","Annual Total",5834,0
"4R03-41158","Lumpkin County","Annual Total",5111,0
"4R03-41163","Gordon County Transit","Annual Total",11228,0
"4R03-41168","Wilkes County Commission Transit","Annual Total",14442,0
"4R03-41171","Walker County","Annual Total",23295,0
"4R03-41176","Crawford County Transit","Annual Total",2855,0
"4R03-41177","Southwest Georgia RC","Annual Total",250015,0
"4R03-41185","Thomas County Transit","Annual Total",90214,0
"4R03-41190","Paulding County","Annual Total",14779,0
"4R03-41196","Bleckley County Transit","Annual Total",5359,0
"4R03-44936","Brantley County","Annual Total",802,0
"4R03-44937","Ben HIll","Annual Total",17337,0
"4R03-60208","Greyhound Lines, Inc.","Annual Total",240673,0
"4R04-40909","Middle Kentucky River Area Development Council, Inc.","Annual Total",20085,0
"4R04-40941","Rural Transit Enterprises Coordinated, Inc.","Annual Total",630313,0
"4R04-40948","Bluegrass Community Action Agency","Annual Total",239875,0
"4R04-40953","Pennyrile Allied Community Services, Inc.","Annual Total",255169,0
"4R04-40971","Licking Valley CAP","Annual Total",37247,0
"4R04-40972","Gateway Community Services Organization","Annual Total",5526,0
"4R04-40979","KY River Foothills Development Council, Inc.","Annual Total",205492,0
"4R04-40997","Owen County Fiscal Court","Annual Total",11483,0
"4R04-41006","Sandy Valley Transportation Services","Annual Total",176441,0
"4R04-41013","Paducah Transit Authority","Annual Total",258104,0
"4R04-41023","Daniel Boone Development Council","Annual Total",162051,0
"4R04-41032","Maysville Transit System","Annual Total",32436,0
"4R04-41053","Murray-Calloway County Transit Authority","Annual Total",101366,0
